age,years_employed,annual_income,credit_score,dti_ratio,existing_debt,loan_purpose,employment_type,monthly_expenses,num_dependents,savings_balance,num_open_credit_lines,num_previous_defaults,property_owned,loan_term_months,market_rate,recommended_loan_amount
28,3,19780.59,580,0.2128,3377.4,home_purchase,self_employed,519.29,0,7689.48,2,0,1,48,6.772,12563.71
36,11,98221.05,597,0.3176,29299.34,refinance,salaried,4693.37,4,61156.4,9,0,1,84,6.607,60320.57
32,8,47884.78,574,0.31,14514.67,home_purchase,contract,2209.28,1,58546.62,3,0,0,240,5.02,33076.1
53,28,65772.85,581,0.2602,17422.88,personal,contract,3408.82,2,12278.87,5,0,1,60,8.779,44223.2
28,9,29471.71,677,0.3093,,auto,self_employed,1104.9,0,6383.85,4,0,0,36,8.195,21215.66
48,27,70132.63,578,0.3495,22813.26,home_purchase,salaried,3033.04,3,57232.88,2,0,1,60,7.077,48807.24
48,24,7427557.88,587,0.3108,22229.94,business,salaried,2574.04,3,21611.85,3,1,0,180,5.478,200000.0
58,38,54829.95,637,0.1964,10066.12,home_purchase,salaried,2067.91,0,61676.68,4,1,0,84,6.74,44791.38
35,11,69040.6,562,0.3741,26490.37,auto,contract,2870.26,2,,5,0,0,60,6.238,42211.97
47,23,44480.51,581,0.2019,7464.61,education,salaried,1677.55,0,41177.42,4,1,0,48,6.806,32989.54
62,40,39432.63,635,0.2115,,refinance,salaried,1191.21,4,13437.57,0,0,1,84,6.456,35341.58
33,12,68098.25,633,0.3089,23371.46,auto,part_time,2747.49,1,44155.27,3,0,1,24,4.968,43554.08
24,3,20654.96,607,0.2078,3943.49,home_purchase,salaried,611.2,0,10177.06,4,0,1,120,5.677,12864.41
22,0,45075.09,629,0.3394,12308.44,personal,self_employed,1973.71,1,23125.64,3,0,0,180,7.577,25738.91
47,28,151664.47,683,0.3374,59949.54,business,contract,7157.82,1,85150.11,5,0,0,60,4.596,97368.15
22,0,43627.53,579,0.3297,11545.55,business,self_employed,1290.41,1,22233.19,4,0,0,24,3.903,22435.94
36,11,55745.52,634,0.2309,11669.36,home_purchase,contract,1807.63,1,38069.38,8,0,1,240,7.339,35743.11
44,16,43582.33,664,0.1866,9439.4,home_purchase,salaried,1420.5,2,9691.93,2,0,0,24,8.881,30974.0
41,22,99037.08,672,0.1709,14475.07,education,part_time,3255.85,2,71712.81,3,0,0,360,5.437,60436.28
44,22,115152.67,629,0.2856,,home_purchase,contract,5566.33,0,,2,0,1,60,5.495,65809.62
42,20,73010.87,656,0.261,22527.76,personal,self_employed,2613.33,0,166135.32,4,1,1,360,5.554,60447.84
52,34,53087.38,654,0.267,14873.01,home_purchase,contract,2001.17,0,26038.83,6,1,1,360,7.403,39917.32
30,6,40515.82,563,0.3765,14232.77,personal,contract,2177.2,5,5318.0,3,0,1,120,7.472,23911.13
33,5,81736.2,620,0.3146,23747.69,education,contract,3690.48,3,123196.07,3,0,0,60,8.981,57442.97
32,10,47567.9,633,0.2836,,business,salaried,1564.97,2,115659.49,5,0,1,180,8.943,39505.9
48,27,33439.56,659,0.259,10052.68,home_purchase,salaried,1087.77,0,41054.85,4,0,0,36,8.461,30764.34
49,25,58172.74,608,0.231,15018.33,auto,salaried,1482.58,1,61140.92,3,1,0,60,7.602,42093.06
44,26,18000.0,558,0.3341,5347.91,education,salaried,515.18,1,2155.74,4,0,1,84,5.461,15232.02
51,19,90361.96,661,0.265,25564.45,home_purchase,self_employed,3863.23,1,30917.13,5,0,1,24,5.225,58856.04
28,10,60441.51,612,0.3341,20940.52,auto,self_employed,3273.26,5,46887.73,6,0,0,180,6.921,39227.74
56,37,111830.68,677,0.2579,24699.83,business,salaried,5024.54,2,281817.58,5,0,1,60,6.833,95300.62
55,34,74955.67,653,0.3767,25282.62,refinance,salaried,2701.9,1,67501.0,3,0,0,60,6.487,55218.02
47,11,79925.87,637,0.3258,22242.55,home_purchase,contract,4209.29,0,17444.88,7,0,1,48,7.076,51512.55
57,39,24297.78,608,0.1896,4678.17,personal,self_employed,746.27,1,11718.69,2,0,0,60,6.212,24752.41
23,0,73214.18,651,0.2705,17379.27,home_purchase,salaried,2970.98,0,32159.87,3,0,1,84,6.45,40914.93
34,9,31958.9,574,0.3642,13890.21,home_purchase,part_time,1550.49,3,97175.5,2,0,0,120,5.457,30550.47
32,9,67649.64,633,0.2376,14635.31,personal,contract,3311.12,0,77477.54,4,0,0,84,8.432,46000.11
47,26,42712.62,636,0.2345,10908.43,refinance,self_employed,2224.21,0,,4,0,1,48,6.121,34827.58
29,9,34571.35,598,0.3716,11954.68,education,part_time,899.86,1,8631.44,3,0,1,24,8.334,20092.65
47,28,88389.48,677,0.1953,16278.65,home_purchase,contract,4721.66,2,125268.9,4,0,0,240,5.524,66795.73
53,34,56750.81,620,0.3051,16005.25,home_purchase,self_employed,1896.66,0,81600.73,3,0,0,180,6.195,45951.28
46,25,92976.75,730,0.2102,16485.18,refinance,contract,2412.28,1,65734.82,5,1,0,48,6.505,59516.37
42,21,34680.08,623,0.3087,,education,salaried,1876.14,0,22946.21,4,0,0,120,5.642,29054.95
30,3,57223.91,657,0.2265,14406.98,auto,salaried,2910.9,3,57884.38,4,0,0,36,4.422,39578.07
31,5,49910.6,642,0.2302,10279.53,business,salaried,1513.18,1,52469.06,3,1,0,360,6.805,33130.97
52,33,34111.97,673,0.3021,9510.89,home_purchase,salaried,1095.94,1,13246.93,3,1,1,360,6.285,29549.84
47,28,89069.15,653,0.3371,29313.89,personal,contract,4111.85,2,48843.13,3,0,0,60,7.757,59602.44
39,19,43821.4,657,0.2463,11981.27,home_purchase,salaried,2303.22,1,20862.03,6,0,1,48,5.13,32353.55
35,10,61157.17,672,0.2689,18921.87,home_purchase,salaried,2768.16,1,24506.07,2,0,1,24,8.687,40169.9
22,3,18000.0,602,0.3276,6529.18,business,salaried,602.31,0,9530.84,1,0,0,360,5.706,10164.02
29,2,86360.37,604,0.2941,29966.02,home_purchase,salaried,3680.45,1,70222.53,4,0,1,36,6.722,53474.25
59,41,32938.36,692,0.2709,9854.46,medical,salaried,881.34,3,62752.95,2,2,0,60,4.52,36431.69
27,3,8840760.25,596,0.3745,8198.13,auto,salaried,787.3,2,7671.51,3,0,0,36,7.322,200000.0
41,23,122985.77,667,0.184,21535.04,business,salaried,6458.3,0,67811.09,2,0,1,24,5.177,75415.61
50,21,40410.14,627,0.3217,14262.89,home_purchase,salaried,1348.16,3,71385.07,5,0,0,36,7.297,36893.34
27,9,54214.93,589,0.3994,18419.61,education,salaried,1915.45,3,21563.81,3,0,0,240,4.863,30383.39
41,17,50250.82,632,0.3224,14449.88,education,salaried,2016.92,1,4962.47,2,0,0,60,5.502,32601.14
49,25,35358.64,630,0.2081,8775.07,home_purchase,salaried,1203.19,2,,6,1,0,48,5.872,30606.85
40,18,78391.56,636,0.3494,29198.18,auto,salaried,2228.53,0,183854.33,4,0,0,60,7.107,63127.6
68,43,77937.7,652,0.2572,17464.38,personal,contract,2984.85,3,34892.06,3,1,0,84,5.655,56552.22
23,0,56630.17,603,0.3147,14916.21,home_purchase,salaried,1460.43,0,70803.3,4,0,1,240,7.088,34197.24
50,25,39493.32,607,0.3346,15657.96,business,salaried,1398.7,2,31230.67,1,0,0,60,6.437,32470.89
38,13,233036.62,743,0.2815,65564.52,auto,salaried,7613.94,0,57558.69,4,0,1,240,4.885,124292.59
47,26,120371.95,675,0.2045,23838.46,education,contract,5214.79,3,157288.04,3,1,1,12,7.069,83533.83
44,18,86982.16,673,0.2497,24299.46,auto,self_employed,2598.97,0,129850.75,0,0,0,120,7.118,63215.02
32,6,22731.78,578,0.3127,7590.05,personal,self_employed,1033.84,4,11682.03,3,1,0,120,7.81,16322.1
42,14,80511.45,674,0.2026,16689.41,home_purchase,part_time,2978.83,1,90506.75,1,0,1,24,6.029,55803.45
22,0,25261.82,625,0.312,7027.39,home_purchase,salaried,998.95,2,8817.37,7,0,0,60,7.171,14656.89
46,28,53450.96,621,0.262,14315.78,auto,salaried,1907.52,3,44752.18,3,0,0,48,5.543,38734.03
42,16,197865.05,677,0.2486,49991.46,home_purchase,salaried,5775.22,0,179519.26,3,0,0,60,6.714,117531.68
46,21,86849.52,664,0.2269,,education,part_time,2502.86,3,52748.42,5,0,1,180,5.886,54014.48
50,28,60182.17,578,0.3274,19715.29,business,salaried,1802.82,0,14532.72,5,0,1,48,4.992,38824.34
43,19,40320.49,601,0.2565,10766.81,business,salaried,1759.19,0,27360.48,6,0,0,48,5.391,30197.57
41,23,140343.77,684,0.2386,36582.28,education,salaried,4679.25,3,120711.95,2,0,1,84,7.525,86654.62
31,8,43681.8,604,0.2848,12714.87,business,self_employed,1880.14,1,12155.25,2,0,0,180,5.772,26655.09
32,11,9774333.99,578,0.2715,13875.88,refinance,salaried,1560.59,3,66866.17,4,0,0,60,6.164,200000.0
51,32,38185.03,628,0.18,7057.08,business,salaried,1771.32,0,14871.83,2,0,1,240,8.125,31057.39
54,35,44208.07,595,0.3234,12984.72,business,salaried,1423.36,2,22227.76,0,0,0,48,7.211,33592.05
37,15,6931761.74,649,0.2582,26363.29,refinance,self_employed,4505.49,2,20618.71,5,0,0,60,6.315,200000.0
40,17,66509.57,615,0.2607,,medical,self_employed,2807.38,3,61572.1,2,0,1,48,6.183,45042.67
30,12,95810.01,636,0.2652,,home_purchase,salaried,3292.64,2,484750.74,4,0,0,24,5.486,96187.53
51,28,28547.96,587,0.3355,9587.27,auto,salaried,1499.54,1,12944.23,2,1,0,60,7.247,25570.88
46,22,55118.55,653,0.3652,17285.31,home_purchase,contract,1593.15,2,18573.61,6,0,0,360,7.227,37271.11
59,34,133992.47,674,0.1601,18536.72,auto,salaried,7118.82,3,61326.46,4,0,0,360,7.534,84774.38
31,2,28067.4,571,0.3235,8934.7,business,salaried,744.91,3,18672.0,2,0,1,240,5.212,17957.01
36,17,60546.19,621,0.2513,17475.79,medical,salaried,2541.96,3,54157.36,6,0,1,120,7.623,41041.61
42,10,34403.9,667,0.3213,9379.53,home_purchase,salaried,1656.84,2,48795.55,2,0,0,120,6.474,30876.07
46,23,71778.05,648,0.1944,,home_purchase,salaried,3377.11,3,84501.68,3,0,0,60,6.062,53238.07
37,14,61070.93,661,0.258,12854.0,education,self_employed,2771.84,0,25738.27,5,0,0,120,7.253,39417.22
31,13,54121.38,563,0.2987,18572.29,home_purchase,salaried,1397.87,4,47695.07,2,0,1,360,7.055,33002.96
48,18,111664.94,648,0.2042,20629.56,home_purchase,salaried,3824.35,2,,5,0,1,120,6.427,64743.93
47,21,40409.41,582,0.2637,10021.69,auto,self_employed,1375.25,2,13845.74,1,0,1,120,6.594,28543.47
30,7,26265.43,581,0.2814,6398.05,business,salaried,709.3,2,8841.97,2,0,0,360,5.841,16141.26
53,30,44290.59,600,0.2939,12048.09,auto,salaried,2090.77,0,24518.13,5,1,0,48,6.793,34905.17
51,26,18000.0,654,0.1375,2368.42,home_purchase,salaried,572.86,3,2471.44,7,0,1,120,5.251,20529.62
41,18,70318.1,657,0.2412,14650.5,auto,salaried,3726.64,1,80366.71,4,0,1,48,6.989,51219.31
40,12,41906.74,585,0.3327,12727.11,home_purchase,self_employed,1853.46,4,11101.56,5,0,1,360,6.954,28007.19
45,24,81655.46,626,0.3385,,auto,salaried,3545.22,0,82027.8,2,0,0,48,7.846,55152.57
31,0,40682.76,615,0.294,13718.33,education,salaried,1128.87,0,71377.57,0,0,1,120,7.37,30688.15
40,17,40463.23,646,0.2886,12369.55,home_purchase,self_employed,1254.19,0,165102.7,5,0,0,24,6.854,43487.31
22,0,24780.38,630,0.2068,,education,contract,861.35,1,3944.22,6,0,0,60,5.902,15255.24
48,30,64651.98,660,0.2367,13747.62,education,salaried,2133.61,1,78389.52,8,0,1,84,5.839,48321.22
24,6,32237.24,665,0.1887,5747.02,auto,salaried,1091.59,0,15003.99,2,0,1,36,5.058,20224.26
55,31,43117.03,641,0.2547,10230.27,business,salaried,1439.62,0,38381.8,5,1,1,36,5.189,36103.27
36,18,54917.8,608,0.3968,,refinance,salaried,2505.52,0,24689.49,3,0,1,36,6.83,34754.16
37,13,37366.1,581,0.3698,14995.63,auto,salaried,1653.56,2,11426.58,4,0,0,24,6.063,25375.96
33,7,57298.66,578,0.338,17132.11,home_purchase,salaried,1444.8,0,36321.9,4,1,0,48,3.712,33722.4
37,19,58315.79,583,0.3115,20524.17,personal,salaried,1769.0,2,,4,0,0,180,7.072,36533.45
54,34,29870.14,645,0.2493,6965.16,home_purchase,salaried,1408.84,2,67906.58,2,0,1,120,7.544,33592.34
22,0,18000.0,645,0.2944,5220.53,business,self_employed,739.88,2,3386.93,0,0,0,360,7.44,9488.25
52,32,31196.61,624,0.2432,8605.43,home_purchase,contract,1071.24,1,17384.74,8,0,0,120,6.94,27757.87
43,22,123356.54,728,0.3248,37310.8,home_purchase,part_time,6178.12,2,29296.41,6,1,0,84,6.783,75750.0
27,4,23232.87,596,0.3301,8190.44,medical,salaried,919.06,2,9131.87,3,0,0,360,6.644,15138.25
29,1,36041.8,621,0.3234,11485.44,education,contract,1482.19,0,,6,1,1,84,4.881,25028.59
56,32,116187.15,612,0.2552,26959.52,personal,self_employed,5449.41,2,53779.44,6,0,1,360,6.49,73506.56
30,10,67320.71,652,0.235,15487.88,auto,salaried,2659.36,0,52251.39,6,0,1,360,8.999,42260.29
28,5,98448.02,615,0.2412,,refinance,salaried,2882.58,3,201577.37,7,1,1,180,6.624,66856.45
51,32,18000.0,642,0.201,3860.77,personal,salaried,536.73,0,6513.93,6,0,1,60,7.835,20423.88
43,22,85684.37,688,0.3079,29073.29,personal,salaried,4200.04,0,16121.24,2,0,1,12,6.601,55034.36
30,4,51039.82,621,0.3091,14601.08,personal,contract,2450.25,2,13853.85,1,0,0,24,6.558,30975.26
42,14,67426.42,642,0.2428,18141.22,business,part_time,1720.72,3,33128.72,5,0,1,120,6.28,42400.81
29,6,22101.05,600,0.2562,5446.83,education,salaried,912.45,4,793.23,8,0,0,180,6.817,14370.03
51,26,25779.52,636,0.3398,,business,salaried,951.05,2,21034.2,4,0,1,120,7.339,26733.65
50,29,31818.07,684,0.2665,9763.8,home_purchase,self_employed,897.08,3,225446.64,6,0,1,240,5.296,49572.83
45,20,148308.12,676,0.2238,36079.27,education,salaried,5846.53,1,18892.8,5,0,0,48,7.127,82268.29
43,18,94204.39,651,0.3167,32400.69,business,salaried,4938.63,2,18192.94,6,0,1,180,6.541,59234.71
57,39,55894.89,577,0.3941,,home_purchase,self_employed,2169.88,3,27897.09,3,0,0,36,7.789,40254.72
39,17,32313.41,625,0.2438,8130.75,personal,salaried,1384.54,2,,7,0,0,360,9.287,26609.04
28,3,25618.86,569,0.2824,7970.73,education,salaried,1324.58,3,9841.96,5,0,0,36,5.954,16307.93
44,22,49987.42,617,0.266,10658.42,medical,contract,1562.09,1,26940.93,4,0,1,180,6.18,33797.01
60,42,58708.36,660,0.2685,15216.03,refinance,salaried,2214.88,1,27394.44,1,0,0,180,6.281,45051.18
29,8,46856.54,555,0.3092,,personal,self_employed,1500.69,1,,6,1,0,360,6.852,28131.03
36,16,88355.18,656,0.1828,14574.69,auto,part_time,4766.14,2,75922.44,8,0,0,120,5.95,57721.25
44,18,31835.01,619,0.2302,8294.18,business,part_time,816.05,3,22827.91,4,0,0,180,4.736,25351.11
39,21,67656.58,657,0.2616,17536.65,home_purchase,salaried,3368.54,0,187048.34,2,0,1,360,7.15,60221.99
30,12,114426.81,629,0.346,,auto,self_employed,4219.65,0,216428.98,3,0,1,36,6.877,76711.87
51,25,83031.14,683,0.2518,24890.03,education,self_employed,4448.12,0,19034.29,6,0,1,60,5.746,56500.98
63,36,87942.64,666,0.2967,22407.14,personal,contract,3397.73,0,,4,0,1,180,5.887,60373.03
41,19,55494.48,599,0.304,16422.14,auto,contract,2416.18,4,54072.97,2,0,1,180,6.977,39686.86
30,11,55804.04,571,0.2942,17281.29,personal,self_employed,2321.3,3,28446.3,2,0,0,360,5.821,33218.35
24,1,38101.54,582,0.2524,9864.51,business,salaried,1071.34,3,6828.82,3,0,1,120,6.289,19701.76
42,15,104180.99,679,0.262,26589.73,auto,salaried,5488.97,3,36667.12,6,0,0,360,7.581,65128.44
51,28,32220.1,634,0.3294,9783.75,auto,self_employed,1394.2,4,18375.36,3,0,1,84,6.116,28354.6
44,24,37916.54,543,0.2541,9901.2,personal,salaried,1263.42,0,8869.61,4,0,0,240,5.047,25194.42
39,15,81828.76,624,0.3019,28214.53,auto,salaried,2837.01,2,70256.77,7,0,1,48,6.82,53734.92
34,14,76708.38,637,0.2383,16379.65,home_purchase,salaried,1989.43,0,11215.08,2,0,1,84,6.788,41057.94
29,11,25836.69,669,0.2663,5678.58,business,salaried,810.73,2,5469.82,3,2,0,12,6.672,17640.5
48,26,128862.16,715,0.1866,22676.15,home_purchase,salaried,4823.33,1,60214.76,8,0,0,84,7.461,77229.89
49,26,79749.56,637,0.2734,23964.64,home_purchase,salaried,2598.85,4,51805.42,4,0,1,36,5.42,53128.97
24,5,19718.11,600,0.239,5639.62,personal,salaried,608.44,3,19516.38,5,0,0,24,4.728,13425.72
55,29,55514.29,584,0.3436,20225.62,education,salaried,2386.27,3,13992.75,5,1,0,240,5.417,39966.66
45,19,38813.74,523,0.3311,12900.37,education,contract,1611.63,0,17656.99,2,0,1,24,5.329,26980.05
53,29,70747.03,626,0.3616,21252.61,refinance,salaried,3606.82,4,23899.14,3,0,1,60,8.566,49175.87
26,2,21732.74,628,0.2863,5827.89,personal,salaried,872.45,4,7476.69,5,1,1,24,6.266,14577.69
26,0,55773.44,617,0.2271,10422.1,personal,salaried,2292.87,3,47629.07,7,0,1,120,6.496,33907.68
38,20,26590.28,583,0.2162,,auto,contract,861.63,3,25948.36,4,0,1,24,6.862,22771.05
45,27,29603.53,648,0.3312,9767.77,home_purchase,contract,1517.03,0,44751.87,0,0,0,36,5.383,28863.89
57,33,8662369.06,703,0.2003,11944.92,education,salaried,3495.84,2,40532.72,7,0,1,84,6.379,200000.0
47,25,30424.19,563,0.2572,6479.75,education,salaried,1191.47,2,5439.42,3,0,0,360,8.823,22637.97
37,14,108616.88,648,0.3274,34524.08,home_purchase,part_time,2948.34,1,135105.67,10,0,0,120,6.686,70864.17
29,11,40796.49,592,0.269,13040.74,auto,salaried,1343.87,0,2136.34,5,1,1,36,4.618,23059.05
52,34,118847.93,672,0.2927,32311.56,education,salaried,3008.49,0,57955.84,5,0,1,120,7.667,71641.91
30,0,25367.2,577,0.3165,7432.71,education,salaried,773.59,0,37102.29,3,1,0,360,6.631,18545.68
56,35,42956.51,727,0.1213,4478.84,medical,salaried,1090.38,0,14728.43,5,0,1,24,7.503,35290.43
37,9,89643.08,631,0.3015,27629.21,home_purchase,salaried,3928.36,4,9502.19,5,0,0,24,7.165,51588.81
55,37,151600.52,701,0.1826,28086.34,home_purchase,contract,7454.26,3,155474.42,6,1,1,36,8.447,102437.67
46,25,58323.98,636,0.2051,11415.71,refinance,self_employed,2934.7,2,40413.94,3,0,0,60,5.926,42195.32
38,12,57900.46,576,0.1886,12642.6,refinance,self_employed,1887.64,0,91987.66,6,0,0,180,6.175,41563.49
34,11,27292.68,610,0.2231,5101.42,refinance,self_employed,1121.11,1,21196.39,4,0,0,60,8.07,20491.22
36,12,44890.07,562,0.2892,15170.72,refinance,self_employed,2041.12,0,19965.96,5,0,0,360,7.749,29093.01
44,24,87359.75,709,0.2309,19456.81,education,part_time,4039.2,0,59314.58,3,0,1,84,6.126,58954.29
40,22,47220.94,654,0.2644,10668.73,refinance,salaried,1230.24,2,124316.57,3,2,0,120,6.112,41871.18
34,7,149005.46,647,0.3049,46583.66,education,salaried,4711.38,3,71693.65,3,1,0,240,4.493,83276.19
38,20,120907.7,655,0.1713,22202.55,auto,self_employed,4360.85,2,,4,0,1,360,7.171,66473.48
40,22,52739.12,661,0.149,7166.43,home_purchase,salaried,1733.19,0,39688.02,4,0,0,24,7.419,36316.71
22,0,32712.39,607,0.4066,,personal,salaried,1561.91,2,7444.45,8,1,0,60,6.922,18087.15
44,22,201095.99,649,0.2568,,business,salaried,5917.64,3,111329.42,3,0,0,24,6.851,104905.38
30,12,101072.91,650,0.2858,,auto,salaried,5237.0,0,329010.99,8,0,1,240,8.314,86008.91
28,10,38533.09,646,0.1893,8397.62,home_purchase,salaried,1929.23,0,62606.31,6,0,0,84,6.643,29929.22
23,0,39162.22,519,0.3646,15294.8,business,salaried,1570.24,0,38841.74,1,1,0,24,4.175,22564.04
22,3,25405.64,601,0.3382,7643.75,business,salaried,1244.59,2,15722.51,6,0,0,12,5.805,15369.65
26,8,28552.77,572,0.2062,5778.86,home_purchase,salaried,1033.21,1,5355.0,6,0,0,36,6.111,15865.36
32,10,38735.48,653,0.2819,9904.98,education,salaried,1156.01,4,66944.88,2,1,1,180,5.366,30404.43
59,34,52680.54,618,0.3001,15639.7,auto,salaried,1799.53,0,205243.08,5,0,0,360,6.305,58361.6
34,12,32272.81,587,0.1688,6181.65,business,salaried,812.74,3,64835.68,3,0,0,180,5.745,25883.95
41,19,95073.48,675,0.2546,19852.09,auto,salaried,5084.13,1,114136.83,3,0,1,84,8.564,67298.78
44,19,61929.76,596,0.2559,14236.87,business,salaried,2946.43,0,24769.05,8,0,1,60,6.352,40297.94
41,20,97513.14,651,0.2816,22310.66,home_purchase,self_employed,2441.81,2,31680.28,6,0,0,120,6.297,54712.94
39,11,34988.89,617,0.312,13063.22,home_purchase,part_time,1718.53,0,12107.78,3,0,0,84,6.435,26016.01
28,3,68093.42,612,0.3033,17835.8,business,salaried,2059.26,2,18750.47,7,2,1,120,7.683,36388.28
54,35,3572009.31,574,0.2852,,personal,salaried,1306.82,3,26988.37,2,1,1,84,5.734,200000.0
58,28,31613.28,587,0.2718,9806.64,personal,salaried,974.63,0,46175.41,2,0,0,60,6.243,31287.71
23,4,25974.06,592,0.3013,7862.39,auto,salaried,810.5,2,9214.4,4,0,1,60,5.634,14452.9
29,0,18227.72,523,0.3154,6771.56,auto,salaried,953.22,0,7448.71,2,0,1,24,7.559,11627.41
37,8,32242.88,606,0.2092,6987.07,auto,self_employed,1268.01,3,20832.66,7,1,0,36,7.947,23508.13
30,6,58108.43,607,0.2922,18490.04,auto,salaried,1615.83,3,10286.92,3,0,0,84,6.761,31991.26
45,24,87469.54,666,0.2412,22089.41,home_purchase,salaried,3612.18,3,54109.72,5,0,0,84,5.903,57238.83
32,14,52327.93,642,0.2542,14567.58,home_purchase,salaried,2236.89,0,47325.24,5,0,0,360,5.29,35858.67
61,39,37467.98,590,0.274,9314.16,home_purchase,part_time,1674.17,1,38781.55,4,0,0,240,6.25,34902.55
51,28,42928.61,606,0.2732,10940.98,home_purchase,salaried,1618.93,0,38366.61,7,0,1,84,7.289,34515.04
42,22,44540.41,588,0.2604,12075.73,education,contract,2102.59,3,13191.87,3,1,0,240,6.259,30298.41
50,24,84875.62,626,0.315,30592.79,home_purchase,part_time,3891.65,0,29251.08,3,1,1,60,6.77,56151.97
51,29,201330.26,703,0.2084,37400.79,refinance,salaried,5077.86,2,16242.79,6,0,0,36,6.934,101976.79
34,7,80686.55,668,0.2533,24171.84,refinance,salaried,2949.55,2,36338.62,5,0,1,36,8.571,49095.73
31,9,44155.39,590,0.2565,11086.27,medical,part_time,1582.48,0,20785.67,5,0,0,60,7.914,26776.61
40,17,36514.0,643,0.2082,6491.5,home_purchase,salaried,1928.59,3,15064.64,3,0,1,36,5.615,27604.1
48,22,107252.94,664,0.2458,30280.31,business,salaried,2784.02,2,213589.45,3,0,1,60,6.334,81247.95
41,19,103623.82,699,0.2662,,refinance,salaried,3400.52,1,108949.09,3,1,1,48,8.647,66380.59
24,2,31229.37,586,0.3458,12195.27,home_purchase,salaried,868.54,1,,3,1,0,84,6.318,19810.04
31,13,35259.67,580,0.333,11437.71,personal,salaried,898.59,3,22527.28,4,0,1,24,5.33,22061.51
39,10,80241.78,636,0.2195,20736.78,business,self_employed,3397.98,1,100864.32,3,0,1,36,7.003,56278.99
39,16,89050.68,584,0.2979,24744.63,auto,salaried,4089.43,3,150433.06,4,0,1,48,6.558,64549.9
59,33,46128.34,635,0.2631,,business,salaried,1639.33,1,17252.73,4,0,0,60,6.192,37687.88
26,7,36107.88,624,0.3096,10481.42,education,salaried,1799.19,0,14880.68,1,0,0,180,7.538,22591.05
45,26,66995.4,674,0.2715,17209.13,personal,part_time,1769.51,0,25443.76,6,0,1,48,6.411,42978.98
54,34,108133.06,679,0.212,25685.49,home_purchase,salaried,4217.66,1,37938.85,7,0,1,180,6.061,68113.04
62,37,67655.81,639,0.2825,20755.45,home_purchase,salaried,3358.84,4,12205.56,3,0,0,12,7.741,49744.4
35,16,75428.96,701,0.2598,20549.06,home_purchase,part_time,3692.5,4,37245.21,2,1,0,36,8.589,49305.14
44,15,79259.84,634,0.2843,,business,self_employed,3188.61,2,138164.56,3,0,1,84,6.627,59587.18
45,16,4388453.92,619,0.2742,36027.43,business,salaried,6290.95,0,206157.09,1,0,1,24,6.144,200000.0
41,13,53618.98,618,0.2437,10620.77,education,salaried,1380.35,2,46365.77,2,1,0,60,7.667,36052.68
39,16,37435.4,565,0.2854,9482.72,education,salaried,1842.06,1,79187.33,3,0,0,48,6.316,31737.11
44,24,63980.92,590,0.4,26095.85,auto,salaried,3253.73,0,62113.93,7,1,0,24,6.426,46897.62
22,0,33354.47,606,0.2239,7395.62,auto,salaried,1321.01,2,32449.78,4,0,1,12,7.075,18405.2
46,28,27403.83,569,0.3974,11719.36,refinance,salaried,1254.82,1,40318.27,4,0,1,240,7.51,25621.29
41,19,20815.85,584,0.3888,9042.29,refinance,salaried,886.04,0,19973.36,3,0,0,240,7.123,18866.2
37,8,62691.47,579,0.2328,16725.06,personal,salaried,1930.45,5,6046.66,2,0,1,180,6.557,35144.17
60,38,84728.61,660,0.2225,22359.81,home_purchase,salaried,3472.44,0,122005.56,7,0,1,60,7.948,67424.19
33,15,59624.24,599,0.2715,16534.92,medical,salaried,2118.25,4,53679.42,5,0,1,84,6.717,38128.5
35,15,58525.22,642,0.2327,14056.11,home_purchase,salaried,2758.89,2,18984.15,3,0,0,240,5.673,37114.01
59,41,46391.26,652,0.2277,10820.03,medical,salaried,2308.7,1,44816.35,7,0,0,120,5.235,41474.4
31,3,64781.1,572,0.3365,25252.28,business,contract,2708.85,1,34626.24,4,0,0,180,7.185,39301.89
34,10,99687.41,674,0.2588,28608.97,refinance,salaried,3810.9,0,143844.01,9,0,0,84,6.576,69112.06
38,12,19172.81,593,0.3177,6084.4,business,self_employed,870.11,3,36029.18,1,1,1,120,6.51,19057.81
48,30,50791.33,587,0.2858,15583.72,personal,salaried,1742.84,0,33390.38,3,0,0,360,8.052,36290.34
42,22,44017.91,633,0.2572,10437.59,refinance,salaried,1758.82,3,55995.91,6,0,0,60,6.581,34678.48
27,9,35237.15,667,0.2124,6484.32,refinance,contract,994.14,3,25479.06,1,0,1,36,5.789,23036.44
34,10,69682.07,618,0.3005,17148.17,home_purchase,contract,3202.18,3,42004.33,2,0,0,60,6.788,43356.44
33,8,62934.2,562,0.358,21764.7,medical,salaried,1894.7,5,75753.09,1,0,0,60,3.865,40899.07
39,16,52390.27,653,0.2001,,business,part_time,2286.4,2,35886.07,7,0,0,84,7.241,37564.24
44,26,62131.72,688,0.2776,19034.85,refinance,salaried,3103.22,3,48310.67,4,1,0,60,6.486,46441.28
44,20,69681.86,595,0.3028,21129.32,auto,salaried,1979.13,2,143421.41,3,0,1,60,7.183,54305.16
22,0,32907.5,570,0.2449,6998.66,auto,self_employed,1651.93,5,,5,0,0,180,7.284,20239.26
50,28,103538.54,659,0.182,15817.9,home_purchase,self_employed,4835.16,1,94896.85,4,0,1,84,7.999,69667.77
