property_id,property_type,heating_type,parking_type,roof_type,has_pool,has_basement,hoa_flag,zipcode,builder_name,neighborhood,street_name,quality_grade,condition_grade,school_zone_grade,area_sqft,lot_size_sqft,num_bedrooms,num_bathrooms,garage_size,house_age,distance_to_city_center_km,distance_to_metro_km,school_rating,crime_index,median_neighborhood_income_k,nearby_hospitals_count,nearby_malls_count,annual_property_tax,hoa_fee,energy_efficiency_score,renovation_score,builder_reputation_score,random_hash_bucket,noise_feature_uniform,noise_feature_normal,sale_price
PROP_002772,Apartment,Electric,Street,Asphalt,No,Yes,Yes,ZIP_119,Builder_033,Neighborhood_30,Street_203,very_good,good,A+,1243.9,2498.5,2,3.0,1,16.5,8.08,3.57,10.0,0.0,142.32,2,4,4698.43,74.85,71.78,95.49,8.3,485,0.6393,0.404,1704267.88
PROP_005590,Condo,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_077,Builder_049,Neighborhood_59,Street_226,fair,good,C,1061.8,3179.5,3,2.7,0,34.5,23.88,8.29,5.24,6.67,80.54,0,0,2989.55,0.0,50.82,91.2,8.01,467,0.5753,-1.6062,793125.84
PROP_005219,Single_Family,Electric,Garage,Metal,No,Yes,Yes,ZIP_028,Builder_045,Neighborhood_57,Street_272,very_good,good,A,2577.4,2409.1,5,2.9,1,9.3,24.39,7.73,7.29,3.92,94.15,4,2,6567.76,142.92,76.0,85.27,10.0,224,0.948,2.0716,2058211.14
PROP_007697,Single_Family,Oil,Garage,Asphalt,No,No,Yes,ZIP_051,Builder_045,Neighborhood_41,Street_019,very_good,good,C,2500.0,6586.3,5,2.7,2,27.8,11.06,2.98,1.89,8.47,31.28,4,4,2577.1,115.14,60.77,66.11,10.0,78,0.2053,-0.0758,1095372.45
PROP_012000,Single_Family,Electric,Covered,Asphalt,No,No,No,ZIP_008,Builder_025,Neighborhood_17,Street_194,luxury,fair,A,1612.7,2194.6,3,4.0,1,32.5,18.55,5.75,10.0,0.86,143.24,0,2,2766.49,0.0,78.67,61.8,9.17,23,0.1927,-0.357,1341716.24
PROP_005872,Condo,Electric,Driveway,Asphalt,Yes,Yes,No,ZIP_075,Builder_032,Neighborhood_42,Street_025,good,good,B,1896.2,3123.1,5,3.7,0,57.4,6.77,1.32,4.42,7.0,60.37,4,3,3354.02,0.0,44.5,76.45,4.7,227,0.5673,1.5599,1199049.44
PROP_000004,Condo,Gas,Street,Tile,No,No,Yes,ZIP_060,Builder_075,Neighborhood_57,Street_284,very_good,fair,B,1564.6,3686.1,4,2.5,2,39.6,12.04,2.56,4.82,8.58,59.12,3,2,2917.65,135.17,62.62,63.15,10.0,458,0.5909,-0.5873,919584.87
PROP_008837,Apartment,Heat_Pump,Garage,Asphalt,No,Yes,No,ZIP_006,Builder_044,Neighborhood_26,Street_120,,very_good,B,1888.9,1676.1,3,2.3,1,49.9,15.59,6.83,6.51,4.14,102.3,3,4,3603.24,0.0,48.14,66.02,8.83,378,0.1708,0.8972,953329.56
PROP_000411,Single_Family,Oil,Garage,Asphalt,No,No,Yes,ZIP_068,Builder_015,Neighborhood_14,Street_201,good,fair,A,2005.8,3677.3,5,4.3,1,25.9,28.55,15.6,9.07,1.49,118.45,3,3,3292.46,85.43,61.41,67.86,8.62,427,0.3479,-0.4287,1239202.56
PROP_011194,Condo,Electric,Garage,Flat,No,No,No,ZIP_007,Builder_014,Neighborhood_51,Street_016,very_good,very_good,B,2693.7,5683.4,6,5.6,2,27.6,6.15,1.56,5.16,3.8,88.72,3,1,5361.46,0.0,60.76,83.84,5.88,477,0.0214,0.0754,1907537.21
PROP_009957,Single_Family,Heat_Pump,Driveway,Asphalt,No,No,No,ZIP_119,Builder_041,Neighborhood_37,Street_092,excellent,very_good,A,2466.6,6295.7,5,3.7,1,38.4,4.23,1.99,6.95,2.63,95.79,5,1,5586.73,0.0,64.2,68.9,,119,0.0145,-1.5625,1818093.5
PROP_003155,Single_Family,Gas,Street,Asphalt,No,Yes,Yes,ZIP_061,,Neighborhood_15,Street_201,good,very_good,A+,2551.5,4604.8,3,3.5,2,40.8,11.11,3.0,10.0,2.39,127.72,2,1,4795.74,63.02,49.74,64.45,10.0,350,0.2896,-0.0829,1725492.13
PROP_005866,Apartment,Heat_Pump,Driveway,Metal,No,Yes,No,ZIP_043,Builder_065,Neighborhood_49,Street_142,excellent,fair,B,1958.1,2900.5,4,2.7,2,5.7,2.06,3.93,7.56,2.92,105.1,5,3,5150.71,0.0,62.16,83.47,10.0,473,0.5262,1.2247,1739275.96
PROP_003061,Apartment,Oil,Street,Asphalt,No,No,No,ZIP_006,Builder_021,Neighborhood_55,Street_146,fair,good,C,922.9,400.0,2,2.2,2,32.1,13.39,5.92,2.28,9.34,20.0,2,1,1065.42,0.0,49.45,98.1,10.0,227,0.0188,1.8007,373916.24
PROP_008632,Townhouse,Oil,Covered,Metal,No,No,No,ZIP_088,Builder_001,Neighborhood_35,Street_197,good,needs_work,B,1898.6,4272.0,3,2.5,0,32.2,22.92,4.8,3.88,7.03,49.55,2,4,5037.41,0.0,55.89,47.3,8.63,345,0.4635,-0.7391,1476960.79
PROP_000264,Townhouse,Oil,Driveway,Metal,No,Yes,No,ZIP_040,Builder_071,Neighborhood_08,Street_234,very_good,very_good,C,2005.7,7919.9,4,3.2,1,39.7,15.28,7.41,3.29,6.01,43.29,2,3,2190.67,0.0,58.52,88.04,10.0,200,0.479,-1.3288,911607.73
PROP_006194,Single_Family,Gas,Covered,Asphalt,No,No,No,ZIP_076,Builder_062,Neighborhood_50,Street_162,very_good,needs_work,B,1881.6,6258.6,4,4.5,2,15.6,4.95,3.94,4.96,5.78,58.56,3,4,3209.11,0.0,62.44,84.2,8.77,66,0.9658,0.8765,1096062.74
PROP_000440,Single_Family,Gas,Driveway,Asphalt,No,No,No,ZIP_089,Builder_016,Neighborhood_55,Street_158,good,fair,A+,2234.6,6244.2,3,2.6,2,17.7,19.89,5.27,10.0,0.0,137.63,4,3,6572.51,0.0,55.88,47.65,8.84,358,0.4599,0.629,1884506.85
PROP_008290,Single_Family,Electric,Covered,Metal,No,No,No,ZIP_113,,Neighborhood_17,Street_014,poor,good,B,1715.6,5261.5,4,5.2,1,51.5,24.95,10.28,7.23,2.19,113.28,5,4,2063.2,0.0,39.41,63.99,8.38,246,0.7787,0.2934,921095.62
PROP_010033,Single_Family,Gas,Driveway,Tile,No,Yes,Yes,ZIP_048,Builder_015,Neighborhood_46,Street_194,excellent,good,B,697.1,2957.0,2,1.3,2,49.2,19.92,5.78,7.64,3.5,113.64,2,2,1243.19,113.05,53.53,65.07,10.0,133,0.4978,0.8899,654714.38
PROP_004882,Townhouse,Gas,Driveway,Asphalt,No,No,No,ZIP_097,Builder_028,Neighborhood_45,Street_178,good,very_good,B,1374.0,3263.8,3,2.2,1,3.4,7.06,3.29,7.03,1.2,107.08,4,0,4414.23,0.0,59.31,91.14,2.75,239,0.0543,0.2675,1338993.08
PROP_004683,Single_Family,Oil,Street,Asphalt,No,No,No,ZIP_065,Builder_028,Neighborhood_07,Street_286,fair,good,A+,3177.9,,6,6.0,2,64.5,12.26,6.49,10.0,1.97,123.88,3,1,5199.12,0.0,33.98,54.46,2.1,78,0.5532,-0.2003,1763532.04
PROP_003922,Single_Family,Oil,Driveway,Asphalt,No,Yes,No,ZIP_010,Builder_057,Neighborhood_19,Street_292,good,very_good,A,2350.0,1912.7,6,3.5,0,33.9,10.1,4.2,6.53,3.02,105.44,0,1,4183.73,0.0,53.37,83.67,10.0,148,0.4446,-0.5571,1284055.06
PROP_001108,Single_Family,Electric,Covered,Tile,No,Yes,No,ZIP_025,Builder_065,Neighborhood_20,Street_131,excellent,very_good,A+,899.5,,2,1.6,1,42.9,3.96,2.5,8.96,0.42,128.73,4,6,3477.14,0.0,56.56,70.62,10.0,90,0.6635,-0.1284,1229976.53
PROP_010778,Apartment,Electric,Driveway,Tile,No,Yes,Yes,ZIP_091,Builder_013,Neighborhood_45,Street_090,excellent,excellent,B,1980.2,3246.1,4,3.8,1,40.1,14.24,0.1,4.71,5.09,79.17,2,3,2535.4,138.01,75.58,83.81,5.73,151,0.1475,0.9722,1027928.5
PROP_005550,Townhouse,Gas,Street,Tile,No,Yes,Yes,ZIP_111,Builder_047,Neighborhood_01,Street_071,very_good,very_good,B,1830.6,1255.9,3,3.4,1,23.8,10.9,2.77,3.48,10.0,22.23,0,5,2150.37,135.89,51.03,70.99,9.62,171,0.8289,0.5976,983635.53
PROP_009418,Single_Family,Oil,Street,Tile,Yes,No,Yes,ZIP_054,Builder_005,Neighborhood_02,Street_139,good,good,A,1958.1,4782.7,3,2.7,1,23.6,11.77,6.45,7.85,4.27,112.81,1,2,2656.1,185.19,58.55,84.39,8.77,69,0.5877,-0.0066,1187467.25
PROP_000089,Condo,Gas,Street,Flat,No,No,No,ZIP_061,Builder_032,Neighborhood_10,Street_152,excellent,good,B,2271.7,2796.2,5,4.0,0,67.4,1.97,0.29,3.71,6.29,56.58,4,4,2002.53,0.0,60.49,54.58,6.54,105,0.9469,-0.0261,886427.19
PROP_003195,Single_Family,Oil,Street,Metal,No,No,No,ZIP_072,,Neighborhood_31,Street_194,good,good,A,1957.2,4811.0,5,2.1,1,47.3,12.42,6.98,6.7,3.65,83.2,1,2,4711.48,0.0,42.65,65.67,8.22,238,0.5122,2.1391,1319012.18
PROP_004875,Single_Family,Gas,Garage,Metal,No,Yes,Yes,ZIP_088,Builder_026,Neighborhood_53,Street_104,good,fair,B,1870.5,4828.4,4,4.2,0,40.4,15.44,8.77,5.52,5.68,79.89,6,6,2079.49,135.9,55.27,61.2,5.9,497,0.8628,-1.8165,968420.4
PROP_003273,Condo,Heat_Pump,Street,Asphalt,No,No,No,ZIP_004,Builder_069,Neighborhood_30,Street_164,good,very_good,A,350.0,1319.3,1,1.0,0,27.6,5.28,4.59,7.48,3.09,107.38,4,3,600.0,0.0,72.39,69.73,7.83,385,0.6692,0.8906,493623.29
PROP_011906,Townhouse,Electric,Driveway,Asphalt,No,Yes,No,ZIP_017,Builder_003,Neighborhood_14,Street_143,very_good,good,A+,1231.7,2911.8,2,1.7,0,30.0,18.92,2.3,7.39,3.18,104.63,2,3,2361.8,0.0,62.34,64.57,10.0,269,0.0121,-0.004,831049.24
PROP_005460,Townhouse,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_074,Builder_054,Neighborhood_29,Street_144,good,good,C,2125.0,953.6,4,2.7,2,19.4,39.25,9.87,4.64,7.68,69.18,4,2,897.0,73.62,46.13,77.97,4.8,144,0.0743,-2.1892,728764.92
PROP_001769,Townhouse,Electric,Driveway,Asphalt,No,No,Yes,ZIP_117,Builder_076,Neighborhood_31,Street_161,very_good,excellent,A+,1425.1,,4,2.2,1,79.8,27.94,6.09,10.0,0.61,145.28,3,4,3724.01,73.78,25.76,69.48,10.0,213,0.3718,-0.7638,1256471.64
PROP_008675,Single_Family,Electric,Garage,Asphalt,No,Yes,No,ZIP_083,Builder_004,Neighborhood_50,Street_191,excellent,fair,B,2284.7,4369.2,4,4.4,1,23.8,10.2,4.97,4.48,6.36,63.74,2,4,5584.42,0.0,60.65,49.02,8.88,439,0.0023,0.0487,1690454.49
PROP_001044,Condo,Heat_Pump,Driveway,Tile,No,Yes,Yes,ZIP_005,Builder_076,Neighborhood_35,Street_290,good,very_good,B,1034.7,,2,2.8,0,40.5,10.49,1.62,4.92,4.73,73.86,4,3,2129.15,130.59,48.96,83.72,10.0,155,0.6945,-0.2433,887025.86
PROP_010438,Townhouse,Oil,Garage,Asphalt,No,Yes,No,ZIP_057,Builder_070,Neighborhood_03,Street_288,excellent,very_good,A+,364.5,721.6,2,2.3,2,48.8,11.91,2.74,8.61,2.0,113.63,3,4,2955.88,0.0,54.87,63.22,10.0,434,0.6356,0.9438,979718.42
PROP_000275,Condo,Electric,Driveway,Asphalt,No,Yes,No,ZIP_068,Builder_025,Neighborhood_59,Street_229,poor,good,B,1872.3,2583.2,4,3.2,0,31.3,16.2,3.59,5.02,5.59,54.1,2,4,1579.14,0.0,44.71,60.52,7.72,337,0.4874,0.2701,864681.33
PROP_001282,Luxury_Villa,Electric,Garage,Asphalt,No,Yes,Yes,ZIP_119,Builder_023,Neighborhood_50,Street_008,good,good,A,2657.5,9499.1,5,3.7,1,37.6,23.07,7.41,9.92,1.44,137.83,2,0,5558.69,80.74,60.52,75.32,10.0,111,0.9705,-1.4545,1880619.18
PROP_009198,Apartment,Oil,Garage,Tile,No,No,No,ZIP_113,Builder_045,Neighborhood_20,Street_013,good,excellent,B,1358.7,1755.6,3,3.1,2,13.3,6.24,3.04,5.03,5.56,69.27,5,2,729.43,0.0,67.54,88.73,9.79,475,0.5377,0.7064,848575.09
PROP_004696,Single_Family,Electric,Driveway,Tile,No,Yes,No,ZIP_087,Builder_036,Neighborhood_35,Street_118,luxury,very_good,C,1983.2,7138.4,5,5.8,0,39.0,23.01,7.22,2.1,8.74,35.09,0,5,4097.34,0.0,68.3,85.95,10.0,409,0.055,-1.2962,1358318.41
PROP_010327,Apartment,Gas,Street,Metal,No,Yes,No,ZIP_041,Builder_059,Neighborhood_15,Street_239,very_good,good,B,1554.9,3360.5,3,2.7,1,31.1,7.27,4.39,5.29,5.65,77.21,2,5,3001.52,0.0,68.56,63.56,7.65,179,0.4561,-1.3825,1075562.88
PROP_005118,Single_Family,Heat_Pump,Garage,Asphalt,No,Yes,No,ZIP_090,Builder_005,Neighborhood_28,Street_154,fair,very_good,A,1677.4,4120.7,3,1.8,1,18.7,2.42,3.35,10.0,0.22,145.47,3,3,3595.17,0.0,52.89,72.53,7.57,111,0.8561,-0.2237,1255234.77
PROP_005422,Condo,Oil,Driveway,Asphalt,No,No,No,ZIP_024,Builder_005,Neighborhood_49,Street_288,luxury,very_good,A+,1255.9,2254.5,5,3.6,0,16.8,14.2,6.67,10.0,0.25,137.41,5,5,5009.4,0.0,79.22,76.46,6.92,291,0.2251,-0.708,1770147.06
PROP_003317,Apartment,Oil,Garage,Asphalt,No,Yes,Yes,ZIP_008,Builder_061,Neighborhood_11,Street_166,fair,very_good,A,2374.8,2983.5,4,5.1,1,43.8,8.73,4.83,7.04,4.13,103.01,1,0,3129.26,42.37,43.25,73.15,7.05,343,0.982,-0.4285,1001713.78
PROP_006724,Single_Family,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_116,Builder_022,Neighborhood_48,Street_101,good,very_good,A,1039.8,2820.0,1,1.0,2,59.2,8.46,3.79,6.0,3.79,78.4,2,3,2497.42,94.76,46.93,70.76,8.94,6,0.6986,0.2963,824376.6
PROP_006953,Single_Family,Electric,Driveway,Tile,Yes,Yes,Yes,ZIP_033,Builder_074,Neighborhood_45,Street_100,luxury,fair,A,1838.7,,4,3.4,2,53.3,5.52,6.06,5.62,4.43,93.36,5,1,5380.27,111.3,66.57,55.32,8.94,403,0.8296,-0.6069,1839969.44
PROP_002155,Condo,Electric,Driveway,Asphalt,Yes,No,No,ZIP_058,Builder_074,Neighborhood_60,Street_091,fair,good,B,1739.6,1167.2,6,5.5,1,22.2,16.63,4.84,6.97,2.3,99.2,2,2,5158.02,0.0,38.53,73.72,10.0,71,0.5908,1.1333,1451757.79
PROP_008497,Apartment,Gas,Garage,Flat,No,Yes,No,ZIP_060,Builder_041,Neighborhood_03,Street_023,fair,good,C,1973.3,3084.3,4,3.4,2,45.8,6.0,3.54,4.73,5.59,58.81,4,3,3432.39,0.0,59.35,78.26,8.37,30,0.0833,-1.0911,1061808.67
PROP_006323,Apartment,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_120,Builder_066,Neighborhood_29,Street_053,excellent,very_good,A,2099.6,5754.3,4,1.9,1,6.4,7.73,5.54,6.42,4.86,76.62,3,2,2718.9,38.64,69.58,82.47,10.0,466,0.9693,0.3687,1297569.51
PROP_009758,Single_Family,Electric,Garage,Asphalt,No,No,No,ZIP_041,Builder_012,Neighborhood_26,Street_216,fair,good,B,2380.9,4193.6,4,3.3,1,29.3,15.09,8.11,6.05,3.47,88.79,4,3,2744.51,0.0,58.2,67.87,,392,0.3052,0.2999,1020375.01
PROP_004688,Single_Family,Electric,Driveway,Tile,No,Yes,Yes,ZIP_033,Builder_073,Neighborhood_36,Street_298,excellent,very_good,A,1963.7,3659.2,4,2.9,1,61.2,10.84,3.83,6.91,4.17,96.68,1,2,3642.14,104.16,62.94,42.75,10.0,232,0.6396,-0.1848,1325912.02
PROP_000416,Single_Family,Oil,Driveway,Tile,No,No,No,ZIP_100,Builder_065,Neighborhood_08,Street_174,poor,excellent,B,2521.2,7165.4,7,3.8,0,7.4,4.57,2.45,5.09,4.85,80.45,3,3,3350.99,0.0,66.21,94.22,9.6,371,0.103,-0.6906,1245431.3
PROP_002240,Apartment,Gas,Garage,Asphalt,No,No,No,ZIP_081,Builder_011,Neighborhood_31,Street_106,good,fair,B,852.0,,2,2.6,3,25.0,6.41,2.83,5.11,5.36,88.39,2,2,2318.72,0.0,60.96,58.94,4.01,367,0.3925,-0.3342,760355.0
PROP_003834,Apartment,Gas,Garage,Asphalt,No,Yes,No,ZIP_081,Builder_037,Neighborhood_28,Street_158,good,very_good,C,1954.6,4162.4,5,3.4,0,45.4,2.94,3.81,5.3,5.27,66.92,1,0,3515.52,0.0,36.22,77.52,6.55,461,0.431,2.6643,1182325.76
PROP_010879,Apartment,Gas,Garage,Tile,No,Yes,No,ZIP_053,,Neighborhood_27,Street_188,luxury,needs_work,B,1371.1,4073.8,4,2.9,1,78.2,19.52,6.56,4.53,5.87,55.31,3,3,3632.93,0.0,59.82,42.8,6.41,389,0.1284,-1.418,1083951.08
PROP_011011,Apartment,Heat_Pump,Driveway,Metal,No,Yes,Yes,ZIP_026,Builder_025,Neighborhood_31,Street_126,poor,excellent,A+,1289.6,2508.4,1,2.1,1,16.0,15.45,3.95,9.94,0.0,143.11,2,1,4571.53,75.24,51.66,94.69,8.04,458,0.9913,0.1838,1496345.48
PROP_010085,Apartment,Gas,Driveway,Asphalt,No,Yes,No,ZIP_073,Builder_070,Neighborhood_10,Street_058,poor,very_good,C,1188.7,3593.3,2,1.8,1,40.6,19.31,6.67,3.32,8.71,49.98,1,0,2849.71,0.0,39.91,71.06,8.96,309,0.8379,0.687,705784.53
PROP_008623,Townhouse,Electric,Covered,Asphalt,No,Yes,No,ZIP_117,Builder_043,Neighborhood_06,Street_040,good,very_good,B,367.8,463.2,1,1.0,1,50.1,9.14,3.5,5.97,4.21,91.2,3,4,1460.7,0.0,53.39,71.58,5.1,464,0.4772,1.6595,531995.77
PROP_007875,Condo,Gas,Driveway,Metal,No,Yes,No,ZIP_105,Builder_039,Neighborhood_11,Street_282,very_good,good,C,1997.1,3424.9,4,2.4,1,27.3,24.11,3.58,1.17,10.0,20.0,3,0,1595.43,0.0,64.83,61.15,7.27,169,0.2978,0.5891,875162.31
PROP_011242,Apartment,Electric,Garage,Tile,Yes,No,No,ZIP_018,Builder_058,Neighborhood_50,Street_086,fair,excellent,A,961.8,1293.0,2,2.4,1,18.9,20.99,14.53,7.33,2.64,104.28,2,3,2519.49,0.0,51.3,97.73,5.35,35,0.063,-0.1276,853653.99
PROP_011402,Apartment,Gas,Covered,Asphalt,No,No,No,ZIP_060,Builder_034,Neighborhood_34,Street_116,good,fair,C,1342.1,1357.3,1,1.3,1,15.2,8.94,3.78,4.5,7.17,54.81,0,1,2128.63,0.0,60.92,83.15,6.9,253,0.942,-0.648,746436.49
PROP_000711,Single_Family,Electric,Garage,Asphalt,No,Yes,No,ZIP_107,Builder_034,Neighborhood_07,Street_078,fair,needs_work,A,1702.4,5717.7,3,3.3,3,53.6,13.84,6.09,8.31,2.12,120.88,1,1,3020.25,0.0,38.43,42.16,5.43,369,0.3662,-0.6591,1005085.14
PROP_010757,Apartment,Heat_Pump,Garage,Asphalt,No,No,Yes,ZIP_103,Builder_069,Neighborhood_21,Street_221,excellent,fair,B,1513.2,3688.7,3,1.7,1,14.3,24.62,12.27,6.96,3.06,109.65,3,2,3953.48,99.77,71.69,87.06,9.79,105,0.8487,0.9637,1103513.06
PROP_008207,Townhouse,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_080,Builder_069,Neighborhood_25,Street_041,excellent,needs_work,B,2067.6,1177.5,2,2.4,2,28.9,15.52,4.72,6.09,4.91,74.5,1,2,1905.08,35.06,66.9,68.11,8.82,274,0.369,-0.2861,899150.42
PROP_010502,Townhouse,Electric,Garage,Metal,No,No,Yes,ZIP_021,Builder_038,Neighborhood_01,Street_204,excellent,fair,B,1005.6,2244.5,2,2.5,1,9.5,13.19,2.95,4.07,6.4,58.41,4,1,2102.91,83.51,76.99,83.78,5.01,156,0.7786,-0.7321,881834.71
PROP_000408,Single_Family,Electric,Garage,Flat,No,No,No,ZIP_086,Builder_043,Neighborhood_31,Street_291,luxury,very_good,B,1833.3,6637.8,3,2.8,1,53.9,4.41,3.73,7.85,3.37,117.69,1,3,7219.84,0.0,53.4,93.48,6.95,194,0.3814,-1.2819,2028465.9
PROP_008695,Apartment,Heat_Pump,Driveway,Asphalt,No,Yes,Yes,ZIP_066,Builder_025,Neighborhood_36,Street_153,luxury,good,B,1784.4,3672.9,3,2.9,0,50.6,30.45,7.4,5.74,6.56,78.05,1,1,3395.21,149.92,70.52,70.73,10.0,396,0.4655,0.3229,1151161.07
PROP_007464,Condo,Oil,Garage,Tile,Yes,No,Yes,ZIP_067,Builder_068,Neighborhood_42,Street_240,very_good,good,B,1570.6,4184.5,5,2.8,2,40.2,22.04,7.97,5.19,6.78,59.3,6,2,3666.17,80.47,61.03,70.09,8.05,133,0.5267,-2.6346,1112234.03
PROP_011500,Townhouse,Heat_Pump,Garage,Tile,No,No,No,ZIP_001,Builder_014,Neighborhood_41,Street_132,very_good,good,C,1523.4,2606.5,3,1.8,2,26.5,3.46,3.85,3.1,5.31,45.54,0,4,1533.14,0.0,61.41,78.65,6.48,172,0.8247,0.4562,684070.72
PROP_011173,Townhouse,Electric,Garage,Asphalt,No,Yes,No,ZIP_083,Builder_050,Neighborhood_23,Street_101,fair,excellent,B,1158.4,832.5,2,2.8,2,99.2,21.05,6.48,6.35,4.5,89.31,3,4,2809.71,0.0,31.6,50.8,10.0,293,0.621,-0.3603,895950.6
PROP_002702,Apartment,Gas,Driveway,Asphalt,Yes,Yes,No,ZIP_039,,Neighborhood_34,Street_023,,excellent,C,1216.1,1295.0,3,3.2,1,13.9,1.25,1.55,5.05,4.36,85.7,5,5,1889.19,0.0,40.84,87.32,9.64,52,0.533,1.0547,843915.18
PROP_008460,Single_Family,Oil,Covered,Tile,No,No,No,ZIP_039,Builder_071,Neighborhood_18,Street_213,good,good,A,1277.8,6361.8,3,2.0,0,67.2,5.61,1.76,6.03,3.26,90.97,0,3,3371.45,0.0,39.81,48.15,10.0,317,0.4403,0.1777,893743.03
PROP_003729,Single_Family,Gas,Garage,Metal,No,Yes,Yes,ZIP_115,Builder_071,Neighborhood_10,Street_104,very_good,fair,A,1821.0,3345.3,4,4.2,1,64.9,5.8,3.19,9.15,1.53,114.76,3,1,3244.07,98.24,40.33,42.07,9.13,243,0.5472,-0.3265,1251499.33
PROP_011977,Luxury_Villa,Electric,Covered,Metal,No,No,Yes,ZIP_072,Builder_017,Neighborhood_23,Street_075,very_good,fair,B,1128.1,4514.5,2,2.1,1,36.3,23.64,2.42,4.32,7.73,54.97,4,4,3054.98,113.99,55.33,64.41,6.23,412,0.416,0.3651,1288672.9
PROP_002020,Condo,Heat_Pump,Garage,Metal,No,No,Yes,ZIP_070,Builder_074,Neighborhood_12,Street_215,very_good,excellent,B,1676.3,4191.4,3,3.3,1,39.1,6.89,3.29,4.01,6.68,51.52,3,2,3354.05,176.9,57.43,77.46,10.0,273,0.6233,0.5495,1130922.85
PROP_008295,Single_Family,Gas,Garage,Tile,No,No,Yes,ZIP_032,Builder_044,Neighborhood_15,Street_227,very_good,good,B,2039.0,3144.7,4,1.0,2,43.4,26.15,9.03,6.5,4.63,99.0,3,2,4016.03,140.68,47.91,56.23,10.0,61,0.4497,-1.0046,1131666.59
PROP_009973,Condo,Heat_Pump,Covered,Metal,No,No,Yes,ZIP_013,Builder_059,Neighborhood_48,Street_253,excellent,good,B,1763.4,2739.8,3,3.2,2,19.8,14.99,2.24,8.13,2.25,135.01,2,4,5355.37,110.66,72.16,96.8,9.02,347,0.328,-0.1234,1576569.78
PROP_008982,Apartment,Heat_Pump,Covered,Tile,No,Yes,Yes,ZIP_051,Builder_078,Neighborhood_39,Street_044,very_good,good,A,1820.4,3116.5,4,3.6,1,22.0,23.9,4.91,7.95,2.31,117.98,1,4,4282.7,103.63,72.67,79.51,10.0,467,0.7644,-1.2915,1276519.13
PROP_008400,Single_Family,Electric,Garage,Tile,Yes,No,No,ZIP_045,Builder_049,Neighborhood_58,Street_028,very_good,fair,A,2316.6,6883.8,6,3.4,1,24.3,1.02,4.43,7.28,0.81,114.93,4,3,5072.11,0.0,75.69,56.14,10.0,123,0.9492,-0.8811,1765295.47
PROP_003131,Single_Family,Gas,Driveway,Asphalt,Yes,Yes,No,ZIP_055,Builder_012,Neighborhood_09,Street_195,very_good,good,A,2250.5,5323.0,4,2.4,1,54.9,16.82,5.88,10.0,2.64,132.1,0,3,6084.89,0.0,51.85,69.6,5.91,288,0.323,-2.0888,1714948.86
PROP_005406,Single_Family,Gas,Garage,Tile,Yes,No,No,ZIP_025,Builder_034,Neighborhood_21,Street_148,fair,fair,C,2060.4,5369.8,3,2.2,2,46.1,6.11,0.86,3.26,6.19,56.09,2,1,3544.99,0.0,47.24,66.79,8.55,177,0.2604,-0.5696,1085708.7
PROP_002146,Single_Family,Electric,Garage,Asphalt,No,No,No,ZIP_029,Builder_018,Neighborhood_05,Street_265,good,good,B,1942.7,4235.5,5,4.6,2,31.9,10.84,5.85,3.67,6.63,64.65,3,3,3098.76,0.0,54.73,73.03,10.0,332,0.3062,-1.6708,1116220.42
PROP_008080,Single_Family,Gas,Driveway,Tile,No,Yes,No,ZIP_024,Builder_048,Neighborhood_55,Street_200,very_good,needs_work,C,1813.5,2637.8,4,5.0,2,16.4,19.17,6.11,4.0,7.41,60.12,4,2,3143.4,0.0,52.77,68.85,3.78,174,0.1534,-0.9721,1087428.73
PROP_003039,Single_Family,Heat_Pump,Covered,Tile,Yes,No,No,ZIP_003,Builder_027,Neighborhood_47,Street_182,luxury,excellent,A+,1732.6,3034.8,3,3.6,2,22.8,7.5,3.76,7.65,1.86,116.2,3,3,,0.0,66.84,91.84,10.0,499,0.3278,1.5518,1675450.86
PROP_006683,Luxury_Villa,Heat_Pump,Covered,Metal,No,Yes,No,ZIP_027,Builder_033,Neighborhood_45,Street_004,poor,fair,B,2826.9,6666.0,6,6.4,1,27.7,14.58,7.56,6.38,4.27,93.18,1,3,5693.08,0.0,36.93,70.45,2.87,138,0.1846,0.762,2648873.41
PROP_003845,Single_Family,Gas,Covered,Asphalt,Yes,No,Yes,ZIP_017,Builder_018,Neighborhood_09,Street_021,good,very_good,A,1878.8,7279.6,3,4.9,1,49.9,12.7,2.62,9.88,2.9,136.33,3,2,4590.26,144.45,49.48,73.09,10.0,102,0.7453,-0.155,1389381.01
PROP_001524,Townhouse,Gas,Garage,Asphalt,No,No,No,ZIP_003,Builder_017,Neighborhood_31,Street_102,very_good,good,B,592.4,1838.7,3,3.7,2,24.4,20.32,8.74,5.88,7.12,57.92,1,2,2425.16,0.0,70.58,71.88,7.22,76,0.7217,-0.3597,814035.62
PROP_003245,Single_Family,Gas,Driveway,Tile,No,Yes,No,ZIP_040,Builder_074,Neighborhood_46,Street_240,,good,B,2299.9,3925.0,4,2.8,1,30.9,2.14,5.43,3.64,5.85,57.56,4,4,2663.15,0.0,53.84,69.1,10.0,300,0.4606,-0.2258,1191450.29
