customer_id,monthly_recharge_amount,call_duration,data_usage,roaming_usage,complaint_count,sms_count,payment_delay,plan_type
CUST_01909,124.25,72.0,1.67,0.2,0,40.0,0.9,Prepaid
CUST_01910,120.05,141.0,1.62,0.01,1,11.0,0.9,Prepaid
CUST_01911,285.54,356.0,9.97,0.28,0,104.0,3.7,Standard
CUST_01912,550.34,273.0,9.64,0.33,2,89.0,2.1,Standard
CUST_01913,149.27,90.0,1.91,0.07,0,72.0,2.4,Basic
CUST_01914,665.71,200.0,75.69,1.05,2,55.0,1.0,Unlimited
CUST_01915,1311.18,597.0,47.27,2.25,0,263.0,0.1,Premium
CUST_01916,1319.47,448.0,59.14,1.26,1,288.0,0.2,Premium
CUST_01917,185.18,105.0,2.01,0.1,0,43.0,0.1,Basic
CUST_01918,715.27,71.0,89.26,0.43,0,81.0,0.0,Data Plan
CUST_01919,624.09,480.0,13.21,5.81,2,146.0,7.6,International
CUST_01920,427.43,257.0,9.51,0.33,0,63.0,17.3,Basic
CUST_01921,995.96,173.0,72.93,0.77,0,106.0,1.3,Unlimited
CUST_01922,496.86,382.0,9.91,0.21,1,186.0,4.0,Postpaid
CUST_01923,442.44,311.0,11.3,0.27,1,106.0,0.1,Postpaid
CUST_01924,281.09,260.0,9.73,0.32,0,159.0,0.1,Standard
CUST_01925,436.05,295.0,13.68,0.32,0,105.0,0.2,Postpaid
CUST_01926,131.93,134.0,1.82,0.15,2,44.0,0.9,Prepaid
CUST_01927,635.6,323.0,14.85,8.42,0,102.0,1.1,Standard
CUST_01928,171.28,95.0,2.28,0.09,0,44.0,0.6,Prepaid
CUST_01929,210.22,182.0,8.5,0.23,2,127.0,3.2,Standard
CUST_01930,303.63,278.0,6.99,0.5,5,170.0,11.5,Basic
CUST_01931,754.68,259.0,15.84,3.14,1,113.0,1.9,Standard
CUST_01932,155.13,149.0,1.96,0.08,1,76.0,0.2,Basic
CUST_01933,968.91,394.0,16.65,5.91,2,165.0,8.9,International
CUST_01934,324.65,215.0,7.86,0.45,4,63.0,8.9,Basic
CUST_01935,998.95,532.0,56.41,2.24,0,263.0,0.2,Unlimited
CUST_01936,127.37,133.0,1.99,0.13,0,63.0,4.9,Basic
CUST_01937,505.55,324.0,10.15,0.13,0,165.0,4.0,Standard
CUST_01938,1172.83,718.0,64.31,2.16,0,252.0,1.4,Unlimited
CUST_01939,912.62,767.0,40.18,1.7,2,232.0,0.6,Premium
CUST_01940,4408.66,383.0,14.08,33.7,14,85.0,1.7,International
CUST_01941,688.5,342.0,17.81,8.87,1,56.0,0.7,International
CUST_01942,956.69,229.0,71.38,0.56,0,56.0,1.8,Data Plan
CUST_01943,856.42,540.0,17.04,6.73,1,92.0,3.0,International
CUST_01944,1054.96,552.0,40.07,1.82,1,217.0,2.2,Unlimited
CUST_01945,735.5,94.0,106.87,0.9,0,67.0,0.3,Data Plan
CUST_01946,455.43,216.0,9.28,0.36,1,176.0,0.5,Standard
CUST_01947,945.2,323.0,22.85,9.19,2,124.0,2.1,International
CUST_01948,158.91,59.0,2.12,0.11,0,47.0,1.9,Basic
CUST_01949,431.16,338.0,7.84,0.59,1,105.0,35.0,Standard
CUST_01950,424.24,399.0,11.95,0.46,0,230.0,0.3,Standard
CUST_01951,932.46,620.0,56.06,2.14,0,187.0,0.0,Unlimited
CUST_01952,480.01,312.0,6.14,0.25,1,185.0,1.1,Postpaid
CUST_01953,415.06,421.0,9.85,0.37,0,220.0,0.7,Standard
CUST_01954,782.54,213.0,76.74,1.07,0,42.0,2.5,Data Plan
CUST_01955,170.24,62.0,2.04,0.07,0,59.0,0.0,Basic
CUST_01956,239.09,266.0,6.62,0.64,3,82.0,18.7,Standard
CUST_01957,661.38,500.0,18.74,9.87,0,129.0,6.6,International
CUST_01958,861.65,177.0,73.95,0.73,1,59.0,2.3,Data Plan
CUST_01959,414.91,346.0,17.01,11.39,0,71.0,4.9,International
CUST_01960,372.36,348.0,8.73,0.18,2,159.0,0.4,Postpaid
CUST_01961,209.31,209.0,5.26,0.31,1,138.0,12.4,Basic
CUST_01962,339.69,365.0,6.46,0.69,3,107.0,13.6,Standard
CUST_01963,418.08,175.0,7.62,0.35,1,157.0,6.2,Basic
CUST_01964,975.93,319.0,8.29,7.83,4,87.0,1.0,Standard
CUST_01965,1099.39,85.0,91.01,1.32,0,76.0,0.7,Data Plan
CUST_01966,413.56,245.0,4.0,0.53,0,99.0,6.6,Standard
CUST_01967,4897.27,98.0,2.05,17.17,12,25.0,0.5,Prepaid
CUST_01968,172.44,106.0,2.08,0.16,0,39.0,0.6,Basic
CUST_01969,961.99,333.0,16.6,8.58,0,141.0,1.2,Standard
CUST_01970,341.72,321.0,11.15,0.24,0,133.0,0.6,Standard
CUST_01971,1210.49,580.0,67.52,1.81,0,223.0,1.0,Unlimited
CUST_01972,384.14,284.0,13.06,0.22,0,90.0,3.2,Postpaid
CUST_01973,445.02,289.0,7.59,0.21,1,147.0,0.4,Standard
CUST_01974,152.6,60.0,2.7,0.1,2,56.0,0.8,Basic
CUST_01975,146.87,82.0,2.17,0.14,0,71.0,2.0,Basic
CUST_01976,1051.02,540.0,42.1,2.31,0,319.0,0.3,Unlimited
CUST_01977,128.43,97.0,2.09,0.06,0,38.0,0.3,Basic
CUST_01978,1090.29,680.0,58.74,3.0,0,208.0,0.4,Unlimited
CUST_01979,1446.53,655.0,41.41,1.6,0,194.0,0.1,Unlimited
CUST_01980,487.78,375.0,9.46,0.18,0,183.0,0.4,Postpaid
CUST_01981,159.43,50.0,2.35,0.11,0,40.0,0.4,Basic
CUST_01982,151.31,125.0,2.94,0.14,0,35.0,1.6,Basic
CUST_01983,135.78,104.0,0.87,0.13,0,39.0,2.5,Basic
CUST_01984,333.69,320.0,9.47,0.39,1,163.0,0.4,Standard
CUST_01985,147.61,75.0,0.58,0.08,1,39.0,1.2,Prepaid
CUST_01986,470.47,197.0,9.48,0.79,3,116.0,6.9,Basic
CUST_01987,382.46,267.0,6.66,0.25,1,171.0,5.2,Standard
CUST_01988,943.15,235.0,64.5,0.9,16,57.0,39.3,Data Plan
CUST_01989,774.66,285.0,81.17,1.21,1,97.0,0.6,Data Plan
CUST_01990,113.67,77.0,1.56,0.16,0,40.0,0.8,Prepaid
CUST_01991,118.13,117.0,2.54,0.19,0,54.0,,Prepaid
CUST_01992,513.19,206.0,7.69,0.81,1,75.0,4.3,Standard
CUST_01993,445.85,253.0,4.21,0.29,4,69.0,15.2,Basic
CUST_01994,147.31,131.0,1.67,0.11,0,57.0,0.5,Basic
CUST_01995,602.49,198.0,72.87,1.11,1,95.0,1.0,Unlimited
CUST_01996,757.61,364.0,20.36,6.22,1,102.0,1.6,Standard
CUST_01997,423.0,29.0,5.63,0.27,7,145.0,6.6,Standard
CUST_01998,331.58,288.0,9.0,0.4,3,132.0,1.4,Basic
CUST_01999,147.58,132.0,1.83,0.01,1,54.0,0.1,Prepaid
CUST_02000,899.19,373.0,18.32,6.62,1,153.0,0.2,Standard
CUST_02001,1140.47,210.0,71.35,0.82,0,70.0,0.0,Data Plan
CUST_02002,127.58,81.0,1.99,0.04,0,47.0,0.4,Prepaid
CUST_02003,142.83,126.0,3.25,0.14,1,57.0,0.8,Basic
CUST_02004,748.53,310.0,14.43,6.49,2,131.0,0.4,International
CUST_02005,1097.1,373.0,14.82,7.61,2,110.0,5.2,Standard
CUST_02006,1044.05,573.0,43.07,2.73,1,214.0,0.2,Premium
CUST_02007,959.31,179.0,69.01,1.28,0,101.0,7.3,Unlimited
CUST_02008,375.37,180.0,9.15,0.46,3,121.0,1.0,Basic
CUST_02009,344.83,298.0,10.79,0.44,1,82.0,0.1,Standard
CUST_02010,572.69,252.0,6.52,0.29,0,176.0,1.4,Standard
CUST_02011,1217.19,496.0,61.0,1.61,0,228.0,0.5,Premium
CUST_02012,142.64,94.0,2.49,0.09,0,82.0,0.2,Basic
CUST_02013,480.88,363.0,12.48,0.33,0,167.0,0.6,Standard
CUST_02014,1190.75,582.0,47.7,2.12,0,169.0,0.1,Premium
CUST_02015,772.09,175.0,70.23,1.0,0,68.0,1.0,Data Plan
CUST_02016,811.7,502.0,17.33,9.4,0,142.0,7.1,International
CUST_02017,331.54,310.0,10.11,0.54,4,128.0,11.5,Standard
CUST_02018,945.59,154.0,70.58,0.75,0,104.0,0.2,Data Plan
CUST_02019,1226.07,808.0,59.65,1.26,0,263.0,0.3,Unlimited
CUST_02020,976.89,169.0,102.79,1.03,1,61.0,4.5,Unlimited
CUST_02021,623.93,182.0,92.62,0.73,0,81.0,2.3,Data Plan
CUST_02022,782.29,440.0,15.28,,0,115.0,8.3,International
CUST_02023,948.09,373.0,19.03,8.87,2,132.0,1.2,International
CUST_02024,830.59,103.0,110.37,1.4,0,44.0,1.1,Unlimited
CUST_02025,899.52,242.0,14.49,6.53,0,172.0,4.4,Standard
CUST_02026,848.52,225.0,58.63,0.76,0,60.0,0.1,Data Plan
CUST_02027,167.13,69.0,1.87,0.15,0,49.0,0.5,Basic
CUST_02028,1183.05,797.0,50.7,2.27,0,251.0,1.1,Unlimited
CUST_02029,135.84,99.0,1.45,0.12,0,54.0,1.3,Basic
CUST_02030,4163.64,85.0,2.36,31.7,8,34.0,0.0,Basic
CUST_02031,1274.72,510.0,39.63,2.11,0,162.0,0.0,Premium
CUST_02032,4194.27,260.0,3.34,39.06,8,74.0,0.7,Standard
CUST_02033,158.02,71.0,2.35,0.06,0,46.0,1.4,Basic
CUST_02034,979.79,106.0,88.07,1.38,0,83.0,1.0,Data Plan
CUST_02035,1183.85,605.0,46.31,1.89,0,276.0,0.2,Unlimited
CUST_02036,371.15,211.0,8.85,0.2,1,170.0,1.2,Standard
CUST_02037,673.8,189.0,114.73,1.07,0,40.0,0.2,Unlimited
CUST_02038,511.88,278.0,6.09,0.12,0,235.0,3.5,Standard
CUST_02039,771.14,133.0,83.14,0.7,0,95.0,2.2,Data Plan
CUST_02040,471.61,188.0,11.05,0.39,2,131.0,24.0,Standard
CUST_02041,361.93,307.0,10.39,0.33,1,172.0,1.6,Postpaid
CUST_02042,165.24,95.0,2.68,0.15,0,23.0,1.8,Basic
CUST_02043,386.88,344.0,9.3,0.17,0,184.0,8.9,Postpaid
CUST_02044,819.4,341.0,12.75,9.57,0,140.0,3.0,International
CUST_02045,303.03,221.0,13.23,0.36,2,181.0,1.6,Postpaid
CUST_02046,1469.81,555.0,37.58,1.34,0,197.0,0.1,Premium
CUST_02047,1120.0,221.0,72.27,1.07,0,28.0,1.2,Data Plan
CUST_02048,375.04,257.0,8.46,0.36,0,194.0,3.6,Standard
CUST_02049,385.26,332.0,12.88,0.23,1,198.0,0.9,Postpaid
CUST_02050,1189.73,692.0,49.29,1.88,0,155.0,0.5,Unlimited
CUST_02051,799.29,232.0,70.7,1.07,1,98.0,0.5,Data Plan
CUST_02052,383.21,310.0,9.96,0.3,1,147.0,2.4,Postpaid
CUST_02053,932.41,230.0,88.59,1.07,1,81.0,0.5,Data Plan
CUST_02054,533.73,289.0,10.94,0.2,0,176.0,8.3,Standard
CUST_02055,1013.1,676.0,57.65,1.72,2,151.0,0.2,Premium
CUST_02056,832.07,341.0,16.15,4.42,2,110.0,3.3,Standard
CUST_02057,377.06,229.0,16.3,0.12,1,89.0,0.5,Basic
CUST_02058,118.22,83.0,2.75,0.12,0,34.0,1.1,Basic
CUST_02059,238.84,279.0,13.86,0.28,1,200.0,5.3,Standard
CUST_02060,1101.72,422.0,49.96,1.79,1,188.0,1.1,Premium
CUST_02061,144.39,97.0,2.38,0.12,0,70.0,1.3,Basic
CUST_02062,481.14,305.0,10.46,0.38,0,88.0,0.1,Postpaid
CUST_02063,916.99,222.0,73.99,1.29,0,56.0,1.3,Unlimited
CUST_02064,1679.08,550.0,55.7,2.01,0,216.0,0.2,Premium
CUST_02065,281.07,377.0,10.24,0.4,5,209.0,16.8,Standard
CUST_02066,1011.38,467.0,17.21,8.62,0,89.0,4.6,International
CUST_02067,388.83,262.0,4.62,0.64,3,140.0,13.3,Basic
CUST_02068,162.59,47.0,1.99,0.11,0,42.0,1.8,Basic
CUST_02069,93.74,115.0,1.19,0.11,0,13.0,0.4,Basic
CUST_02070,453.77,354.0,12.07,0.22,1,106.0,1.7,Standard
CUST_02071,134.26,92.0,2.74,0.14,1,55.0,2.7,Basic
CUST_02072,476.79,262.0,12.27,0.24,1,159.0,0.5,Postpaid
CUST_02073,475.99,244.0,98.79,1.05,0,75.0,0.2,Unlimited
CUST_02074,415.13,498.0,7.81,0.33,0,174.0,0.6,Standard
CUST_02075,795.99,393.0,12.8,6.84,1,110.0,6.6,International
CUST_02076,914.07,196.0,93.82,0.35,0,116.0,0.8,Unlimited
CUST_02077,382.61,134.0,10.61,0.31,3,153.0,13.9,Basic
CUST_02078,339.11,137.0,5.52,0.34,2,61.0,22.3,Standard
CUST_02079,366.74,347.0,5.78,0.54,2,104.0,6.7,Basic
CUST_02080,136.18,100.0,2.35,0.1,0,52.0,0.5,Basic
CUST_02081,131.95,120.0,2.43,0.02,0,68.0,0.8,Basic
CUST_02082,279.31,24.0,1.28,29.14,4,156.0,63.1,Basic
CUST_02083,958.28,397.0,14.53,7.34,1,130.0,10.1,International
CUST_02084,114.12,89.0,1.84,0.08,1,43.0,1.3,Basic
CUST_02085,149.31,69.0,1.28,0.13,0,47.0,0.7,Basic
CUST_02086,151.71,121.0,1.81,0.14,0,71.0,4.0,Prepaid
CUST_02087,903.8,411.0,11.94,7.4,0,33.0,0.2,International
CUST_02088,891.89,428.0,47.94,2.16,0,154.0,1.3,Premium
CUST_02089,418.66,282.0,11.68,0.3,0,184.0,0.6,Standard
CUST_02090,430.24,229.0,10.08,0.06,0,212.0,1.9,Standard
CUST_02091,767.9,342.0,100.95,1.38,0,106.0,0.4,Unlimited
CUST_02092,97.24,92.0,1.76,0.08,0,64.0,0.1,Basic
CUST_02093,1306.32,381.0,53.22,1.29,0,149.0,0.5,Premium
CUST_02094,379.86,211.0,6.29,0.19,1,102.0,2.7,Standard
CUST_02095,154.51,81.0,1.8,0.16,1,51.0,1.4,Basic
CUST_02096,138.91,123.0,2.42,0.05,1,35.0,0.1,Basic
CUST_02097,527.95,351.0,9.41,0.39,0,209.0,0.1,Standard
CUST_02098,191.01,65.0,2.27,0.0,0,30.0,3.8,Basic
CUST_02099,395.59,300.0,10.79,0.4,0,174.0,1.9,Postpaid
CUST_02100,829.03,496.0,17.39,6.48,2,71.0,2.6,International
CUST_02101,677.79,433.0,13.0,7.75,1,76.0,0.6,Standard
CUST_02102,129.85,79.0,1.44,0.01,1,47.0,0.4,Basic
CUST_02103,491.14,301.0,11.29,0.27,1,143.0,0.7,Standard
CUST_02104,1235.63,611.0,53.03,2.07,0,182.0,0.6,Premium
CUST_02105,1029.99,553.0,31.2,2.54,0,229.0,0.9,Unlimited
CUST_02106,1015.73,592.0,43.43,1.9,0,201.0,0.1,Unlimited
CUST_02107,136.81,84.0,1.04,0.03,0,18.0,2.2,Basic
CUST_02108,723.98,646.0,52.27,2.32,1,263.0,1.1,Premium
CUST_02109,891.19,366.0,13.21,7.01,0,101.0,0.5,International
CUST_02110,511.5,312.0,7.6,0.39,0,92.0,0.1,Standard
CUST_02111,1039.81,282.0,49.18,,1,72.0,4.7,Data Plan
CUST_02112,882.78,300.0,15.33,10.91,0,83.0,4.1,Standard
CUST_02113,149.2,96.0,1.61,0.04,0,33.0,0.0,Basic
CUST_02114,965.07,142.0,70.97,1.09,0,121.0,1.9,Data Plan
CUST_02115,157.15,95.0,2.18,0.06,1,27.0,1.1,Basic
CUST_02116,407.19,322.0,13.89,0.38,1,135.0,11.4,Basic
CUST_02117,157.22,97.0,2.85,0.05,0,31.0,0.7,Basic
CUST_02118,146.1,72.0,1.83,0.09,0,21.0,3.1,Basic
CUST_02119,1115.04,118.0,,1.21,1,81.0,2.3,Data Plan
CUST_02120,311.51,334.0,8.91,0.26,1,168.0,4.7,Standard
CUST_02121,117.82,91.0,2.32,0.04,0,66.0,1.0,Prepaid
CUST_02122,1244.12,654.0,45.31,2.28,1,218.0,0.6,Premium
CUST_02123,873.65,151.0,80.69,0.96,3,108.0,0.1,Data Plan
CUST_02124,340.38,250.0,11.27,0.45,0,126.0,2.7,Postpaid
CUST_02125,461.0,219.0,7.96,0.32,0,196.0,3.6,Standard
CUST_02126,1104.32,620.0,55.05,2.79,1,196.0,0.2,Premium
CUST_02127,1334.75,550.0,40.98,,1,125.0,0.5,Unlimited
CUST_02128,330.71,289.0,6.37,0.32,2,68.0,0.3,Standard
CUST_02129,366.6,369.0,12.24,0.2,0,191.0,3.3,Postpaid
CUST_02130,164.82,93.0,2.17,0.15,0,51.0,0.1,Basic
CUST_02131,413.58,314.0,9.43,0.4,0,154.0,0.9,Postpaid
CUST_02132,1094.75,176.0,80.25,0.61,0,53.0,0.6,Data Plan
CUST_02133,142.96,120.0,2.04,0.06,1,60.0,1.6,Prepaid
CUST_02134,369.79,295.0,7.01,0.4,4,53.0,6.4,Standard
CUST_02135,172.6,127.0,1.69,0.05,0,55.0,0.4,Basic
CUST_02136,528.99,218.0,6.26,0.22,3,167.0,4.0,Standard
CUST_02137,446.29,309.0,13.27,0.44,0,107.0,0.1,Standard
CUST_02138,829.25,387.0,17.29,10.61,1,111.0,3.5,Standard
CUST_02139,1404.04,784.0,51.89,2.62,0,155.0,0.4,Premium
CUST_02140,453.44,268.0,12.81,0.23,1,200.0,4.6,Standard
CUST_02141,355.59,341.0,7.2,0.2,1,123.0,3.0,Standard
CUST_02142,386.43,311.0,9.5,0.36,0,211.0,3.9,Postpaid
CUST_02143,955.07,200.0,68.86,0.92,0,88.0,3.2,Data Plan
CUST_02144,958.82,352.0,15.02,5.98,1,105.0,7.7,International
CUST_02145,376.3,275.0,7.81,0.57,1,109.0,4.5,Standard
CUST_02146,130.69,86.0,1.65,0.21,0,58.0,1.4,Prepaid
CUST_02147,175.07,82.0,1.48,0.11,0,68.0,0.7,Prepaid
CUST_02148,1391.88,642.0,41.59,2.33,0,165.0,0.9,Unlimited
CUST_02149,391.86,15.0,5.98,0.51,3,101.0,9.7,Basic
CUST_02150,402.21,301.0,9.46,0.22,1,160.0,1.0,Postpaid
CUST_02151,121.52,98.0,1.73,0.0,0,25.0,0.1,Prepaid
CUST_02152,574.27,303.0,10.8,0.3,1,154.0,0.4,Standard
CUST_02153,475.1,361.0,6.35,0.29,0,146.0,0.4,Postpaid
CUST_02154,772.69,661.0,36.75,1.61,1,183.0,0.6,Premium
CUST_02155,1093.52,284.0,104.18,1.44,0,132.0,1.8,Data Plan
CUST_02156,374.24,225.0,11.54,0.34,0,184.0,2.9,Standard
CUST_02157,533.23,274.0,8.05,0.36,0,126.0,1.2,Postpaid
CUST_02158,411.51,300.0,12.37,0.28,1,124.0,0.3,Standard
CUST_02159,801.14,413.0,13.32,10.61,0,70.0,0.2,International
CUST_02160,283.86,224.0,5.23,0.47,3,129.0,8.0,Standard
CUST_02161,251.65,153.0,4.58,0.47,3,131.0,16.8,Standard
CUST_02162,328.78,277.0,6.4,0.61,5,179.0,5.6,Basic
CUST_02163,1011.07,209.0,78.01,1.42,2,79.0,1.9,Data Plan
CUST_02164,975.15,394.0,12.15,9.73,0,130.0,4.6,International
CUST_02165,423.92,344.0,8.51,0.67,1,150.0,12.2,Basic
CUST_02166,455.94,304.0,8.97,0.58,3,203.0,3.9,Standard
CUST_02167,122.34,115.0,2.47,0.1,0,56.0,0.1,Basic
CUST_02168,1096.96,138.0,100.47,1.16,2,77.0,0.1,Unlimited
CUST_02169,790.03,248.0,86.12,1.01,1,64.0,0.7,Data Plan
CUST_02170,983.68,326.0,11.42,7.69,0,125.0,7.2,International
CUST_02171,759.77,459.0,51.33,1.33,0,179.0,0.0,Unlimited
CUST_02172,894.94,250.0,62.6,0.83,0,57.0,0.3,Data Plan
CUST_02173,847.66,677.0,62.68,2.62,1,194.0,0.2,Unlimited
CUST_02174,144.82,118.0,2.41,0.14,0,51.0,3.7,Prepaid
CUST_02175,422.55,192.0,8.12,0.23,4,104.0,3.9,Standard
CUST_02176,125.9,103.0,2.52,0.1,0,44.0,0.3,Basic
CUST_02177,318.21,264.0,9.37,0.26,1,125.0,1.1,Postpaid
CUST_02178,406.81,194.0,10.04,0.16,1,200.0,3.0,Postpaid
CUST_02179,168.77,95.0,2.14,0.15,0,51.0,0.1,Basic
CUST_02180,435.05,373.0,8.12,0.44,0,157.0,1.0,Standard
CUST_02181,155.39,94.0,2.31,0.14,0,51.0,1.8,Basic
CUST_02182,204.78,82.0,1.72,0.12,0,67.0,1.0,Basic
CUST_02183,404.76,360.0,11.34,0.62,1,168.0,1.0,Basic
CUST_02184,1029.44,182.0,42.4,0.94,1,83.0,2.4,Data Plan
CUST_02185,164.43,111.0,1.99,0.03,1,34.0,1.0,Basic
CUST_02186,415.89,267.0,10.35,0.22,0,207.0,3.8,Postpaid
CUST_02187,1068.49,288.0,96.59,1.22,1,58.0,0.0,Data Plan
CUST_02188,144.51,79.0,1.91,0.09,0,69.0,0.7,Basic
CUST_02189,1039.74,518.0,49.13,2.22,0,235.0,0.4,Unlimited
CUST_02190,245.79,118.0,0.72,0.05,0,60.0,0.8,Basic
CUST_02191,1265.36,450.0,44.75,1.56,0,308.0,0.2,Premium
CUST_02192,803.72,194.0,98.53,0.79,0,86.0,0.4,Data Plan
CUST_02193,451.97,301.0,10.91,0.08,0,219.0,0.9,Standard
CUST_02194,406.13,273.0,7.87,0.28,1,131.0,0.3,Standard
CUST_02195,1148.87,491.0,57.62,2.12,0,165.0,0.1,Premium
CUST_02196,1383.0,503.0,46.3,2.74,0,185.0,0.7,Premium
CUST_02197,979.08,511.0,22.85,2.37,1,260.0,0.3,Unlimited
CUST_02198,1335.64,578.0,57.48,1.57,0,269.0,0.7,Unlimited
CUST_02199,1283.17,447.0,39.71,1.46,1,233.0,0.2,Unlimited
CUST_02200,484.19,296.0,11.82,0.58,5,109.0,14.0,Basic
CUST_02201,922.25,581.0,46.18,2.27,0,96.0,0.3,Premium
CUST_02202,1300.46,548.0,47.84,2.54,0,317.0,1.7,Unlimited
CUST_02203,282.02,335.0,6.18,0.74,1,96.0,21.8,Basic
CUST_02204,144.96,124.0,2.32,0.07,0,34.0,0.5,Basic
CUST_02205,401.86,310.0,2.83,0.0,4,116.0,0.2,Standard
CUST_02206,944.21,573.0,46.89,1.43,0,125.0,0.0,Unlimited
CUST_02207,1028.99,663.0,43.58,1.77,0,244.0,0.1,Premium
CUST_02208,816.92,364.0,12.86,7.65,0,81.0,8.7,International
CUST_02209,355.93,332.0,9.83,0.16,0,120.0,2.3,Standard
CUST_02210,239.28,326.0,3.68,0.71,3,153.0,18.9,Basic
CUST_02211,871.23,259.0,75.54,1.35,0,63.0,0.5,Unlimited
CUST_02212,419.69,224.0,7.47,0.38,0,156.0,0.5,Standard
CUST_02213,159.08,52.0,1.86,0.1,0,39.0,1.0,Basic
CUST_02214,451.57,157.0,10.39,0.36,0,87.0,1.8,Standard
CUST_02215,1127.5,48.0,1.92,42.27,0,231.0,0.1,Unlimited
CUST_02216,336.26,205.0,8.39,0.35,0,137.0,3.6,Standard
CUST_02217,268.39,278.0,6.45,0.33,2,222.0,0.1,Standard
CUST_02218,147.89,61.0,2.54,0.08,0,43.0,1.6,Prepaid
CUST_02219,126.02,100.0,2.49,0.06,1,45.0,0.2,Basic
CUST_02220,417.77,185.0,13.01,0.27,2,96.0,5.1,Basic
CUST_02221,329.45,223.0,11.43,0.61,1,138.0,9.1,Basic
CUST_02222,231.21,325.0,8.27,0.28,0,133.0,0.6,Standard
CUST_02223,1307.55,666.0,53.0,2.09,0,147.0,1.2,Premium
CUST_02224,234.88,229.0,10.92,0.23,1,167.0,0.1,Standard
CUST_02225,1170.13,587.0,52.34,2.38,1,162.0,0.5,Premium
CUST_02226,761.71,47.0,1.24,49.98,0,108.0,6.2,Unlimited
CUST_02227,455.21,241.0,7.36,0.07,3,110.0,1.9,Standard
CUST_02228,917.4,394.0,9.64,5.57,1,54.0,0.5,International
CUST_02229,141.87,68.0,2.39,0.09,0,93.0,0.4,Basic
CUST_02230,1712.76,513.0,51.44,0.99,20,285.0,82.0,Unlimited
CUST_02231,381.38,235.0,9.93,0.78,0,152.0,1.9,Standard
CUST_02232,391.3,312.0,10.03,0.41,1,144.0,7.2,Postpaid
CUST_02233,1041.03,199.0,84.72,1.46,0,115.0,2.1,Data Plan
CUST_02234,319.84,409.0,9.19,0.3,1,107.0,0.0,Standard
CUST_02235,332.32,322.0,7.57,0.83,5,120.0,11.2,Standard
CUST_02236,132.7,85.0,1.73,0.17,0,47.0,0.7,Prepaid
CUST_02237,128.4,128.0,1.79,0.08,0,31.0,0.7,Basic
CUST_02238,792.1,245.0,,0.93,0,98.0,0.7,Unlimited
CUST_02239,131.65,110.0,1.57,0.07,0,53.0,0.2,Basic
CUST_02240,5202.56,290.0,3.5,34.29,13,108.0,3.8,Basic
CUST_02241,586.82,230.0,11.32,0.22,0,216.0,2.9,Postpaid
CUST_02242,1081.42,654.0,67.11,1.96,0,254.0,0.1,Premium
CUST_02243,1193.29,641.0,59.69,1.92,1,222.0,0.0,Premium
CUST_02244,389.12,299.0,7.38,0.31,1,197.0,11.1,Postpaid
CUST_02245,351.79,328.0,10.24,0.28,1,135.0,1.6,Standard
CUST_02246,432.97,431.0,9.28,0.89,2,141.0,6.6,Standard
CUST_02247,965.37,670.0,32.33,2.31,0,165.0,0.2,Premium
CUST_02248,651.1,419.0,14.75,8.17,3,70.0,1.8,International
CUST_02249,1099.58,709.0,51.02,1.3,1,98.0,0.2,Premium
CUST_02250,349.79,170.0,5.47,0.62,4,162.0,10.5,Basic
CUST_02251,1176.21,664.0,66.02,3.08,1,251.0,0.3,Unlimited
CUST_02252,362.88,232.0,10.13,0.16,2,177.0,0.7,Standard
CUST_02253,364.29,334.0,11.2,0.45,5,98.0,7.1,Standard
CUST_02254,645.84,404.0,16.67,7.78,1,94.0,2.4,International
CUST_02255,378.4,385.0,3.39,0.0,2,167.0,12.3,Basic
CUST_02256,272.98,186.0,9.08,0.57,3,54.0,0.8,Basic
CUST_02257,909.84,255.0,73.77,1.31,0,104.0,0.4,Unlimited
CUST_02258,867.84,145.0,70.89,1.1,0,85.0,1.5,Unlimited
CUST_02259,128.61,112.0,2.36,,0,61.0,0.9,Basic
CUST_02260,394.77,384.0,11.82,0.33,1,171.0,0.9,Postpaid
CUST_02261,416.61,399.0,9.79,0.38,3,129.0,1.2,Postpaid
CUST_02262,288.86,388.0,13.42,0.34,1,227.0,0.3,Postpaid
CUST_02263,863.35,93.0,77.57,0.56,1,101.0,0.2,Data Plan
CUST_02264,511.19,252.0,8.36,0.27,2,182.0,3.3,Postpaid
CUST_02265,126.67,51.0,1.52,0.14,0,57.0,1.6,Basic
CUST_02266,989.54,172.0,89.16,1.45,0,84.0,0.1,Data Plan
CUST_02267,1282.95,595.0,50.47,2.07,2,266.0,0.5,Unlimited
CUST_02268,463.99,161.0,4.23,0.55,4,64.0,26.8,Basic
CUST_02269,165.63,101.0,2.02,0.06,0,50.0,0.7,Basic
CUST_02270,146.14,85.0,2.18,0.1,0,24.0,0.1,Prepaid
CUST_02271,869.52,316.0,17.43,7.54,0,117.0,3.9,Standard
CUST_02272,863.53,126.0,89.94,1.57,0,72.0,0.4,Data Plan
CUST_02273,327.25,300.0,8.68,0.35,0,121.0,0.7,Standard
CUST_02274,393.08,150.0,7.49,0.7,4,186.0,6.6,Basic
CUST_02275,1641.61,552.0,64.65,1.45,0,187.0,1.0,Unlimited
CUST_02276,543.11,304.0,9.03,0.43,1,180.0,1.9,Standard
CUST_02277,240.47,318.0,5.84,0.64,3,203.0,0.8,Standard
